"n_tango_id","s_tango","s_hinsikbn_1","s_hinsikbn_2","s_hinsikbn_3","s_hinsikbn_4","d_eikyoudo_age","d_eikyoudo_sage","n_update_cnt","n_eikyou_musi_flg"
11777,"旨","名詞","一般","*","*",0,3,0,0
11778,"塩","名詞","一般","*","*",0,6,1,0
11779,"かける","動詞","自立","*","*",0,6,1,0
11780,"めん","名詞","一般","*","*",0,3,0,0
11781,"巻き","名詞","接尾","一般","*",0,3,0,0
11782,"チーズ","名詞","一般","*","*",0,3,0,0
11783,"ポテト","名詞","一般","*","*",0,3,0,0
11784,"昼","名詞","副詞可能","*","*",0,9,2,0
11785,"つまむ","動詞","自立","*","*",0,3,0,0
11786,"♪◆[","名詞","サ変接続","*","*",0,3,0,0
11787,"Presented","名詞","固有名詞","組織","*",0,3,0,0
11788,"by","名詞","固有名詞","組織","*",0,3,0,0
11789,"タキイ","名詞","一般","*","*",0,6,1,0
11790,"強","名詞","接尾","一般","*",0,6,1,0
11791,"個性","名詞","一般","*","*",0,6,1,0
11792,"球根","名詞","一般","*","*",0,6,1,0
11793,"ベビー","名詞","一般","*","*",0,6,1,0
11794,"チカラ","名詞","一般","*","*",0,6,1,0
11795,"いれる","動詞","自立","*","*",0,6,1,0
11796,"中原","名詞","固有名詞","人名","姓",0,6,1,0
11797,"隙間","名詞","一般","*","*",0,6,1,0
11798,"福","名詞","一般","*","*",0,6,1,0
11799,"花園","名詞","固有名詞","組織","*",0,6,1,0
11800,"多角","名詞","一般","*","*",0,6,1,0
11801,"植木","名詞","一般","*","*",0,6,1,0
11802,"ハクサン","名詞","一般","*","*",0,6,1,0
11803,"ミヨシ","名詞","固有名詞","一般","*",0,6,1,0
11804,"多種","名詞","一般","*","*",0,6,1,0
11805,"多様","名詞","形容動詞語幹","*","*",0,6,1,0
11806,"ちび","名詞","一般","*","*",0,6,1,0
11807,"入会","名詞","サ変接続","*","*",0,3,0,0
11808,"有る","動詞","自立","*","*",0,3,0,0
11809,"まぁ","感動詞","*","*","*",0,3,0,0
11810,"ハーブ","名詞","一般","*","*",0,6,1,0
11811,"薦める","動詞","自立","*","*",0,3,0,0
11812,"嫁","名詞","一般","*","*",0,6,1,0
11813,"あきこ","名詞","固有名詞","人名","名",0,12,3,0
11814,"召集","名詞","サ変接続","*","*",0,6,1,0
11815,"命令","名詞","サ変接続","*","*",0,6,1,0
11816,"に従い","助詞","格助詞","連語","*",0,6,1,0
11817,"竹田","名詞","固有名詞","人名","姓",0,6,1,0
11818,"中休み","名詞","一般","*","*",0,6,1,0
11819,"休憩","名詞","サ変接続","*","*",0,6,1,0
11820,"なんとか","副詞","一般","*","*",0,6,1,0
11821,"間に合う","動詞","自立","*","*",0,6,1,0
11822,"-(´∀｀*)","名詞","サ変接続","*","*",0,6,1,0
11823,"ホッ","副詞","助詞類接続","*","*",0,6,1,0
11824,"ゴマ","名詞","固有名詞","地域","一般",0,6,1,0
11825,"どく","動詞","自立","*","*",0,6,1,0
11826,"店内","名詞","一般","*","*",0,6,1,0
11827,"満席","名詞","一般","*","*",0,6,1,0
11828,"一生懸命","名詞","副詞可能","*","*",0,6,1,0
11829,"くず粉","名詞","一般","*","*",0,3,0,0
11830,"廣","名詞","固有名詞","人名","名",0,3,0,0
11831,"堂","名詞","一般","*","*",0,3,0,0
11832,"単体","名詞","一般","*","*",0,3,0,0
11833,"勘定","名詞","サ変接続","*","*",0,3,0,0
11834,"即時","名詞","一般","*","*",0,3,0,0
11835,"費用","名詞","一般","*","*",0,3,0,0
11836,"簿","名詞","接尾","一般","*",0,3,0,0
11837,"価","名詞","接尾","一般","*",0,3,0,0
11838,"ものの","助詞","接続助詞","*","*",0,3,0,0
11839,"採卵","名詞","一般","*","*",0,6,1,0
11840,"日割","名詞","一般","*","*",0,3,0,0
11841,"償却","名詞","サ変接続","*","*",0,6,1,0
11842,"協","名詞","接尾","一般","*",0,3,0,0
11843,"宛","名詞","一般","*","*",0,3,0,0
11844,"デリカ","名詞","一般","*","*",0,3,0,0
11845,"648","名詞","数","*","*",0,3,0,0
11846,"税","名詞","一般","*","*",0,3,0,0
11847,"胸","名詞","一般","*","*",0,3,0,0
11848,"ネギ","名詞","一般","*","*",0,3,0,0
11849,"ソース","名詞","一般","*","*",0,3,0,0
11850,"人参","名詞","一般","*","*",0,3,0,0
11851,"小松菜","名詞","一般","*","*",0,3,0,0
11852,"金時","名詞","一般","*","*",0,3,0,0
11853,"芋","名詞","一般","*","*",0,3,0,0
11854,"甘辛い","形容詞","自立","*","*",0,3,0,0
11855,"オーガニックビーンズ","名詞","一般","*","*",0,3,0,0
11856,"いんげん豆","名詞","一般","*","*",0,3,0,0
11857,"甘煮","名詞","一般","*","*",0,3,0,0
11858,"ラタトゥユ","名詞","一般","*","*",0,3,0,0
11859,"ごねる","動詞","自立","*","*",0,3,0,0
11860,"鯖","名詞","一般","*","*",0,3,0,0
11861,"ガーリック","名詞","一般","*","*",0,3,0,0
11862,"焼き","名詞","接尾","一般","*",0,3,0,0
11863,"髪の毛","名詞","一般","*","*",3,3,1,0
11864,"多分","副詞","一般","*","*",3,0,0,0
11865,"子","名詞","一般","*","*",3,0,0,0
11866,"青い","形容詞","自立","*","*",3,0,0,0
11867,"アンクルージュ","名詞","一般","*","*",3,0,0,0
11868,"赤い","形容詞","自立","*","*",3,3,1,0
11869,"＼(^","名詞","サ変接続","*","*",0,6,1,0
11870,"^)／","名詞","サ変接続","*","*",0,6,1,0
11871,"積水","名詞","一般","*","*",0,3,0,0
11872,"藤","名詞","固有名詞","人名","姓",0,3,0,0
11873,"うん","感動詞","*","*","*",0,3,0,0
11874,"東洋水産","名詞","固有名詞","組織","*",9,0,2,0
11875,"2875","名詞","数","*","*",18,0,5,0
11876,"ＳＧ","名詞","一般","*","*",9,0,2,0
11877,"9143","名詞","数","*","*",9,6,4,0
11878,"2831","名詞","数","*","*",9,0,2,0
11879,"ごろ","名詞","接尾","副詞可能","*",9,0,2,0
11880,"田岡","名詞","固有名詞","人名","姓",9,0,2,0
11881,"4912","名詞","数","*","*",9,0,2,0
11882,"ライオン","名詞","一般","*","*",9,0,2,0
11883,"501","名詞","数","*","*",9,0,2,0
11884,"あつい","形容詞","自立","*","*",0,3,0,0
11885,"むん","名詞","一般","*","*",0,3,0,0
11886,"減配","名詞","サ変接続","*","*",0,3,0,0
11887,"説","名詞","一般","*","*",0,3,0,0
11888,"KDDI","名詞","固有名詞","組織","*",0,9,2,0
11889,"ソフトバンク","名詞","固有名詞","組織","*",0,3,0,0
11890,"タカラレーベン","名詞","一般","*","*",0,3,0,0
11891,"臨時","名詞","一般","*","*",0,6,1,0
11892,"ザラホーム","名詞","固有名詞","組織","*",0,3,0,0
11893,"ニトリ","名詞","固有名詞","組織","*",0,3,0,0
11894,"かなう","動詞","自立","*","*",0,3,0,0
11895,"ZARA","名詞","一般","*","*",0,6,1,0
11896,"............◆◆","名詞","サ変接続","*","*",0,3,0,0
11897,"ぇややこし","名詞","一般","*","*",0,3,0,0
11898,"............","名詞","サ変接続","*","*",0,6,1,0
11899,"御輿","名詞","一般","*","*",0,3,0,0
11900,"銀河","名詞","一般","*","*",0,3,0,0
11901,"寵","名詞","サ変接続","*","*",0,3,0,0
11902,"耳元","名詞","一般","*","*",0,3,0,0
11903,"囁き","名詞","一般","*","*",0,3,0,0
11904,"いったん","副詞","一般","*","*",0,3,0,0
11905,"～」","名詞","サ変接続","*","*",0,3,0,0
11906,"イラッ","名詞","一般","*","*",0,3,0,0
11907,"NY","名詞","一般","*","*",0,3,0,0
11908,"114","名詞","数","*","*",0,3,0,0
11909,"428","名詞","数","*","*",0,3,0,0
11910,"引ける","動詞","自立","*","*",0,3,0,0
11911,"ネツレン","名詞","固有名詞","組織","*",0,3,0,0
11912,"QUO","名詞","一般","*","*",0,9,2,0
11913,"名義","名詞","一般","*","*",0,3,0,0
11914,"たけ","名詞","一般","*","*",0,3,0,0
11915,"びし","名詞","一般","*","*",0,3,0,0
11916,"サンヨーホームズ・エフテック","名詞","一般","*","*",0,3,0,0
11917,"(^^;◆","名詞","サ変接続","*","*",0,3,0,0
11918,"ホームズ","名詞","固有名詞","人名","姓",0,3,0,0
11919,"減収","名詞","サ変接続","*","*",0,3,0,0
11920,"14200","名詞","数","*","*",0,3,0,0
11921,"ｍｌ","名詞","接尾","助数詞","*",0,3,0,0
11922,"ザタイム","名詞","一般","*","*",0,3,0,0
11923,"買い上げ","名詞","一般","*","*",0,3,0,0
11924,"単元","名詞","一般","*","*",0,3,0,0
11925,"1430","名詞","数","*","*",0,3,0,0
11926,"定時","名詞","一般","*","*",0,3,0,0
11927,"招集","名詞","サ変接続","*","*",0,6,1,0
11928,"ヒトゴロシ","名詞","一般","*","*",0,3,0,0
11929,"だれ","名詞","代名詞","一般","*",0,3,0,0
11930,"くちはてる","動詞","自立","*","*",0,3,0,0
11931,"屍体","名詞","一般","*","*",0,3,0,0
11932,"殺す","動詞","自立","*","*",0,3,0,0
11933,"ぁれもしらないうちに","名詞","一般","*","*",0,3,0,0
11934,"日なた","名詞","一般","*","*",0,3,0,0
11935,"桃","名詞","一般","*","*",0,3,0,0
11936,"火事","名詞","一般","*","*",0,3,0,0
11937,"サーカス","名詞","一般","*","*",0,3,0,0
11938,"炎上","名詞","サ変接続","*","*",0,3,0,0
11939,"観客","名詞","一般","*","*",0,3,0,0
11940,"団員","名詞","一般","*","*",0,3,0,0
11941,"避難","名詞","サ変接続","*","*",0,3,0,0
11942,"ボク","名詞","代名詞","一般","*",0,6,1,0
11943,"生まれる","動詞","自立","*","*",0,3,0,0
11944,"泳げる","動詞","自立","*","*",0,3,0,0
11945,"ぜんぜん","副詞","一般","*","*",0,3,0,0
11946,"さびしい","形容詞","自立","*","*",0,3,0,0
11947,"一度","副詞","一般","*","*",0,3,0,0
11948,"月曜日","名詞","副詞可能","*","*",0,6,1,0
11949,"したう","動詞","自立","*","*",0,3,0,0
11950,"ニホン","名詞","一般","*","*",0,3,0,0
11951,"航空","名詞","一般","*","*",0,3,0,0
11952,"オモチャ","名詞","一般","*","*",0,3,0,0
11953,"ビデオ","名詞","一般","*","*",0,3,0,0
11954,"水曜日","名詞","副詞可能","*","*",0,3,0,0
11955,"今月","名詞","副詞可能","*","*",0,6,1,0
11956,"ファッション","名詞","一般","*","*",0,3,0,0
11957,"チェンジ","名詞","サ変接続","*","*",0,3,0,0
11958,"アイカラー","名詞","一般","*","*",0,6,1,0
11959,"デュオ","名詞","一般","*","*",0,6,1,0
11960,"肌","名詞","一般","*","*",0,3,0,0
11961,"とけこむ","動詞","自立","*","*",0,3,0,0
11962,"仕上がり","名詞","一般","*","*",0,3,0,0
11963,"キープ","名詞","サ変接続","*","*",0,3,0,0
11964,"着用","名詞","サ変接続","*","*",0,9,2,0
11965,"セレッソ大阪","名詞","固有名詞","組織","*",0,3,0,0
11966,"マスク","名詞","一般","*","*",0,12,3,0
11967,"洗える","動詞","自立","*","*",0,3,0,0
11968,"伸縮","名詞","サ変接続","*","*",0,3,0,0
11969,"おそろい","名詞","一般","*","*",0,3,0,0
11970,"声援","名詞","サ変接続","*","*",0,3,0,0
11971,"♪◆◆◆","名詞","サ変接続","*","*",0,3,0,0
11972,"あわせる","動詞","自立","*","*",0,3,0,0
11973,"いかが","名詞","形容動詞語幹","*","*",0,3,0,0
11974,"遺産","名詞","一般","*","*",0,6,1,0
11975,"モン","名詞","固有名詞","一般","*",0,3,0,0
11976,"ミシェル","名詞","固有名詞","人名","名",0,3,0,0
11977,"ピラミッド","名詞","一般","*","*",0,3,0,0
11978,"マチュピチュ","名詞","一般","*","*",0,3,0,0
11979,"傑作","名詞","一般","*","*",0,3,0,0
11980,"思い描く","動詞","自立","*","*",0,3,0,0
11981,"2301","名詞","数","*","*",0,6,1,0
11982,"情","名詞","一般","*","*",0,6,1,0
11983,"2127","名詞","数","*","*",0,3,0,0
11984,"2134","名詞","数","*","*",0,3,0,0
11985,"燦","名詞","一般","*","*",0,3,0,0
11986,"キャピタル","名詞","一般","*","*",0,3,0,0
11987,"マネージメント","名詞","一般","*","*",0,3,0,0
11988,"2160","名詞","数","*","*",0,3,0,0
11989,"ジーエヌアイグループ","名詞","一般","*","*",0,3,0,0
11990,"関","名詞","固有名詞","人名","姓",0,3,0,0
11991,"ﾚﾝﾃｨｱ","名詞","一般","*","*",0,3,0,0
11992,"松屋","名詞","固有名詞","組織","*",0,3,0,0
11993,"ｴﾌﾞﾚﾝ","名詞","一般","*","*",0,3,0,0
11994,"ｷｯｽﾞｽﾏｲﾙ","名詞","一般","*","*",0,3,0,0
11995,"きずな","名詞","一般","*","*",0,3,0,0
11996,"52","名詞","数","*","*",0,3,0,0
11997,"ｳﾞｨｽ","名詞","一般","*","*",0,3,0,0
11998,"ﾌｫｰｽﾀ","名詞","一般","*","*",0,3,0,0
11999,"ｱﾃﾞｨｯｼｭ","名詞","一般","*","*",0,3,0,0
12000,"ｾﾞﾈﾃｯｸ","名詞","一般","*","*",0,3,0,0
12001,"ｳｲﾙﾃｯｸ","名詞","一般","*","*",0,3,0,0
12002,"前月","名詞","一般","*","*",0,6,1,0
12003,"ジェイ","名詞","固有名詞","人名","名",0,3,0,0
12004,"まちまち","名詞","形容動詞語幹","*","*",0,3,0,0
12005,"日本フイルコン","名詞","固有名詞","組織","*",0,3,0,0
12006,"シー・ヴイ・エス・ベイエリア","名詞","一般","*","*",0,3,0,0
12007,"FACTORY","名詞","固有名詞","組織","*",0,3,0,0
12008,"97","名詞","数","*","*",0,3,0,0
12009,"%◆◆","名詞","サ変接続","*","*",3,6,2,0
12010,"岡部","名詞","固有名詞","人名","姓",0,3,0,0
12011,"125","名詞","数","*","*",0,3,0,0
12012,"コラボス","名詞","一般","*","*",0,3,0,0
12013,"126","名詞","数","*","*",0,3,0,0
12014,"149","名詞","数","*","*",0,3,0,0
12015,"ピーバンドットコム","名詞","一般","*","*",0,3,0,0
12016,"アレンザ","名詞","一般","*","*",0,3,0,0
12017,"6640","名詞","数","*","*",0,3,0,0
12018,"精","名詞","一般","*","*",0,3,0,0
12019,"3604","名詞","数","*","*",0,3,0,0
12020,"川本","名詞","固有名詞","人名","姓",0,3,0,0
12021,"1448","名詞","数","*","*",0,3,0,0
12022,"カタログ","名詞","一般","*","*",0,3,0,0
12023,"寿司","名詞","一般","*","*",0,3,0,0
12024,"食事","名詞","サ変接続","*","*",0,3,0,0
12025,"325","名詞","数","*","*",0,3,0,0
12026,"割安","名詞","形容動詞語幹","*","*",0,3,0,0
12027,"使える","動詞","自立","*","*",0,5,0,0
12028,"サーキュレーター","名詞","一般","*","*",0,5,0,0
12029,"正規","名詞","一般","*","*",0,5,0,0
12030,"Edy","名詞","固有名詞","組織","*",0,10,1,0
12031,"paypay","名詞","一般","*","*",0,5,0,0
12032,"券面","名詞","一般","*","*",0,5,0,0
12033,"ショボ","名詞","一般","*","*",0,5,0,0
12034,"決済","名詞","サ変接続","*","*",0,8,1,0
12035,"ばかり","助詞","副助詞","*","*",0,5,0,0
12036,"どうして","副詞","一般","*","*",0,10,1,0
12037,"酷","名詞","一般","*","*",0,3,0,0
12038,"通話","名詞","サ変接続","*","*",0,3,0,0
12039,"攻める","動詞","自立","*","*",0,3,0,0
12040,"鳴く","動詞","自立","*","*",0,3,0,0
12041,"相当","名詞","サ変接続","*","*",0,3,0,0
12042,"うるさい","形容詞","自立","*","*",0,3,0,0
12043,"網","名詞","一般","*","*",0,3,0,0
12044,"静か","名詞","形容動詞語幹","*","*",0,3,0,0
12045,"◆$","名詞","サ変接続","*","*",0,57,18,0
12046,"AMD","名詞","一般","*","*",0,3,0,0
12047,"SBUX","名詞","一般","*","*",0,3,0,0
12048,"EBAY","名詞","一般","*","*",0,3,0,0
12049,"MMM","名詞","一般","*","*",0,3,0,0
12050,"MCD","名詞","一般","*","*",0,3,0,0
12051,"PFE","名詞","一般","*","*",0,3,0,0
12052,"MO","名詞","一般","*","*",0,3,0,0
12053,"AKAM","名詞","一般","*","*",0,3,0,0
12054,"SHOP","名詞","一般","*","*",0,3,0,0
12055,"PYPL","名詞","一般","*","*",0,3,0,0
12056,"SPOT","名詞","一般","*","*",0,3,0,0
12057,"TDOC","名詞","一般","*","*",0,3,0,0
12058,"QCOM","名詞","一般","*","*",0,3,0,0
12059,"NOW","名詞","一般","*","*",0,3,0,0
12060,"PI","名詞","一般","*","*",0,3,0,0
12061,"BA","名詞","一般","*","*",0,3,0,0
12062,"GE","名詞","一般","*","*",0,3,0,0
12063,"APRN","名詞","一般","*","*",0,3,0,0
12064,"ダンキラ","名詞","一般","*","*",3,0,0,0
12065,"!!!","名詞","サ変接続","*","*",3,3,1,0
12066,"ころ","名詞","非自立","副詞可能","*",3,0,0,0
12067,"りん","副詞","助詞類接続","*","*",3,0,0,0
12068,"ぬいぐるみ","名詞","一般","*","*",3,0,0,0
12069,"マスコット","名詞","一般","*","*",3,0,0,0
12070,"メリーパニック","名詞","一般","*","*",3,0,0,0
12071,"エトワール","名詞","一般","*","*",3,0,0,0
12072,"Chugaionline","名詞","固有名詞","組織","*",3,0,0,0
12073,"ストリーム","名詞","一般","*","*",6,0,1,0
12074,"MC","名詞","一般","*","*",3,0,0,0
12075,"8256","名詞","数","*","*",3,0,0,0
12076,"プロルート丸光","名詞","固有名詞","組織","*",3,0,0,0
12077,"36","名詞","数","*","*",3,0,0,0
12078,"9969","名詞","数","*","*",3,0,0,0
12079,"ショクブン","名詞","固有名詞","組織","*",3,0,0,0
12080,"金曜日","名詞","副詞可能","*","*",3,3,1,0
12081,"一時","名詞","副詞可能","*","*",3,0,0,0
12082,"ストップ安","名詞","一般","*","*",3,0,0,0
12083,"超絶","名詞","サ変接続","*","*",3,0,0,0
12084,"乱高下","名詞","サ変接続","*","*",3,0,0,0
12085,"送信","名詞","サ変接続","*","*",0,12,3,0
12086,"訪問","名詞","サ変接続","*","*",0,9,2,0
12087,"葛生","名詞","固有名詞","人名","姓",0,18,5,0
12088,"仙波","名詞","固有名詞","地域","一般",0,12,3,0
12089,"佐野","名詞","固有名詞","地域","一般",0,6,1,0
12090,"字","名詞","一般","*","*",0,6,1,0
12091,"中仙","名詞","固有名詞","人名","姓",0,6,1,0
12092,"裏山","名詞","一般","*","*",0,6,1,0
12093,"出力","名詞","サ変接続","*","*",0,6,1,0
12094,"mW","名詞","一般","*","*",0,6,1,0
12095,"受信","名詞","サ変接続","*","*",0,12,3,0
12096,"アンテナ","名詞","一般","*","*",0,12,3,0
12097,"牧","名詞","固有名詞","人名","名",0,6,1,0
12098,"共用","名詞","サ変接続","*","*",0,6,1,0
12099,"素子","名詞","一般","*","*",0,6,1,0
12100,"遠望","名詞","サ変接続","*","*",0,6,1,0
12101,"黒淵","名詞","固有名詞","地域","一般",0,3,0,0
12102,"金比羅山","名詞","固有名詞","一般","*",0,3,0,0
12103,"飯塚","名詞","固有名詞","地域","一般",0,3,0,0
12104,"馬敷","名詞","固有名詞","地域","一般",0,3,0,0
12105,"嘉穂","名詞","固有名詞","地域","一般",0,3,0,0
12106,"自治","名詞","一般","*","*",0,3,0,0
12107,"1518","名詞","数","*","*",0,3,0,0
12108,"ナイアガラ","名詞","固有名詞","地域","一般",0,3,0,0
12109,"急降下","名詞","サ変接続","*","*",0,3,0,0
12110,"備忘録","名詞","一般","*","*",0,3,0,0
12111,"ドコモ","名詞","固有名詞","組織","*",0,6,1,0
12112,"ダイキン工業","名詞","固有名詞","組織","*",0,3,0,0
12113,"UFJFG","名詞","一般","*","*",0,3,0,0
12114,"管財","名詞","一般","*","*",0,3,0,0
12115,"レーザーテック","名詞","固有名詞","組織","*",0,3,0,0
12116,"ユニ","名詞","固有名詞","人名","一般",0,3,0,0
12117,"チャーム","名詞","サ変接続","*","*",0,3,0,0
12118,"ヤマダ電機","名詞","固有名詞","組織","*",0,3,0,0
12119,"ブリヂストン","名詞","固有名詞","組織","*",0,3,0,0
12120,"保証","名詞","サ変接続","*","*",0,6,1,0
12121,"UFJ","名詞","一般","*","*",0,6,1,0
12122,"リース","名詞","サ変接続","*","*",0,3,0,0
12123,"海上","名詞","一般","*","*",0,6,1,0
12124,"ガソリンスタンド","名詞","一般","*","*",0,6,1,0
12125,"給油","名詞","サ変接続","*","*",0,6,1,0
12126,"オイル","名詞","一般","*","*",0,6,1,0
12127,"ターミナル","名詞","一般","*","*",0,6,1,0
12128,"直江津","名詞","固有名詞","人名","姓",0,6,1,0
12129,"サービスステーション","名詞","一般","*","*",0,6,1,0
12130,"INPEX","名詞","一般","*","*",0,6,1,0
12131,"エチレン","名詞","一般","*","*",0,6,1,0
12132,"余り","名詞","一般","*","*",0,6,1,0
12133,"ぎみ","名詞","接尾","一般","*",0,6,1,0
12134,"ポリエチレン","名詞","一般","*","*",0,6,1,0
12135,"袋","名詞","接尾","一般","*",0,12,3,0
12136,"配る","動詞","自立","*","*",0,6,1,0
12137,"自宅","名詞","一般","*","*",0,6,1,0
12138,"無害","名詞","形容動詞語幹","*","*",0,6,1,0
12139,"用途","名詞","一般","*","*",0,6,1,0
12140,"考え","名詞","一般","*","*",0,6,1,0
12141,"20200731","名詞","数","*","*",0,6,1,0
12142,"366","名詞","数","*","*",0,12,3,0
12143,"カーボン","名詞","一般","*","*",0,6,1,0
12144,"オフセット","名詞","一般","*","*",0,6,1,0
12145,"汚泥","名詞","一般","*","*",0,6,1,0
12146,"実態","名詞","一般","*","*",0,3,0,0
12147,".◆[","名詞","サ変接続","*","*",0,3,0,0
12148,"財源","名詞","一般","*","*",0,3,0,0
12149,"税金","名詞","一般","*","*",0,3,0,0
12150,"ヒアリング","名詞","一般","*","*",0,3,0,0
12151,"6000","名詞","数","*","*",0,3,0,0
12152,"絡み","名詞","接尾","一般","*",0,3,0,0
12153,"大体","副詞","一般","*","*",0,3,0,0
12154,"大成","名詞","固有名詞","人名","名",0,3,0,0
12155,"法令","名詞","一般","*","*",0,3,0,0
12156,"遵守","名詞","サ変接続","*","*",0,3,0,0
12157,"数々","名詞","副詞可能","*","*",0,3,0,0
12158,"担う","動詞","自立","*","*",0,6,1,0
12159,"惜しい","形容詞","自立","*","*",0,3,0,0
12160,"あっさり","副詞","助詞類接続","*","*",0,3,0,0
12161,"割り込む","動詞","自立","*","*",0,6,1,0
12162,"ヤバイ","名詞","一般","*","*",0,3,0,0
12163,"野","名詞","一般","*","*",0,3,0,0
12164,"庭園","名詞","一般","*","*",0,6,1,0
12165,"坪","名詞","接尾","助数詞","*",0,3,0,0
12166,"再建","名詞","サ変接続","*","*",0,3,0,0
12167,"決して","副詞","一般","*","*",0,3,0,0
12168,"落ち着き","名詞","一般","*","*",0,3,0,0
12169,"遠藤","名詞","固有名詞","人名","姓",0,3,0,0
12170,"リコーリース","名詞","固有名詞","組織","*",0,3,0,0
12171,"思い切る","動詞","自立","*","*",0,3,0,0
12172,"アップ","名詞","サ変接続","*","*",3,0,0,0
12173,"②◆◆","名詞","サ変接続","*","*",6,0,1,0
12174,"同期","名詞","副詞可能","*","*",0,3,0,0
12175,"比較","名詞","サ変接続","*","*",0,3,0,0
12176,"ある程度","副詞","助詞類接続","*","*",0,3,0,0
12177,"下堀","名詞","固有名詞","人名","姓",0,3,0,0
12178,"兼ね合い","名詞","一般","*","*",0,3,0,0
12179,"薄","名詞","接尾","一般","*",0,3,0,0
12180,"309","名詞","数","*","*",0,3,0,0
12181,"1728","名詞","数","*","*",0,3,0,0
12182,"ヒップ","名詞","一般","*","*",0,3,0,0
12183,"2136","名詞","数","*","*",0,3,0,0
12184,"・ウェッジホールディングス","名詞","一般","*","*",0,3,0,0
12185,"2388","名詞","数","*","*",0,3,0,0
12186,"43","名詞","数","*","*",0,6,2,0
12187,"・グランディーズ","名詞","一般","*","*",0,3,0,0
12188,"3261","名詞","数","*","*",0,3,0,0
12189,"山陽","名詞","固有名詞","地域","一般",0,3,0,0
12190,"百貨店","名詞","一般","*","*",0,3,0,0
12191,"8257","名詞","数","*","*",0,3,0,0
12192,"1333","名詞","数","*","*",0,6,2,0
12193,"1379","名詞","数","*","*",0,6,2,0
12194,"1730","名詞","数","*","*",0,6,2,0
12195,"1802","名詞","数","*","*",0,6,2,0
12196,"後期","名詞","一般","*","*",0,0,0,0
12197,"仕様","名詞","一般","*","*",0,0,0,0
12198,"さあ","感動詞","*","*","*",0,0,0,0
12199,"必殺","名詞","一般","*","*",0,0,0,0
12200,"技","名詞","接尾","一般","*",0,0,0,0
12201,"叫ぶ","動詞","自立","*","*",0,0,0,0
12202,"放電","名詞","サ変接続","*","*",0,0,0,0
12203,"ホールデン","名詞","一般","*","*",0,0,0,0
12204,")！◆","名詞","サ変接続","*","*",0,0,3,0
12205,"光子","名詞","一般","*","*",0,0,0,0
12206,"射る","動詞","自立","*","*",0,0,0,0
12207,"サンビーム","名詞","一般","*","*",0,0,0,0
12208,"櫃","名詞","一般","*","*",0,0,0,0
12209,"ヴォクスホール","名詞","一般","*","*",0,0,0,0
12210,"巨大","名詞","形容動詞語幹","*","*",0,0,0,0
12211,"喰","名詞","一般","*","*",0,0,0,0
12212,"昼飯","名詞","一般","*","*",0,0,0,0
12213,"ランチア","名詞","一般","*","*",0,0,0,0
12214,")！","名詞","サ変接続","*","*",0,0,0,0
12215,"CA","名詞","一般","*","*",0,0,0,0
12216,"はた","副詞","一般","*","*",0,0,0,0
12217,"Z","名詞","一般","*","*",0,0,0,0
12218,"ゴルフ","名詞","一般","*","*",0,3,1,0
12219,"事例","名詞","一般","*","*",0,5,0,0
12220,"三井農林","名詞","固有名詞","組織","*",0,5,0,0
12221,"()","名詞","サ変接続","*","*",0,10,1,0
12222,"日東","名詞","固有名詞","地域","一般",0,10,1,0
12223,"淹","名詞","一般","*","*",0,5,0,0
12224,"茶","名詞","一般","*","*",0,10,1,0
12225,"お茶","名詞","一般","*","*",0,5,0,0
12226,"成分","名詞","一般","*","*",0,5,0,0
12227,"軟水","名詞","一般","*","*",0,5,0,0
12228,"水道","名詞","一般","*","*",0,5,0,0
12229,"沸騰","名詞","サ変接続","*","*",0,5,0,0
12230,"熱湯","名詞","一般","*","*",0,5,0,0
12231,"承前","名詞","一般","*","*",0,5,0,0
12232,"インスタント","名詞","一般","*","*",0,5,0,0
12233,"麦茶","名詞","一般","*","*",0,10,1,0
12234,"ラテ","名詞","一般","*","*",0,5,0,0
12235,"大麦","名詞","一般","*","*",0,5,0,0
12236,"ノン","接頭詞","名詞接続","*","*",0,10,1,0
12237,"ネスレ","名詞","固有名詞","組織","*",0,5,0,0
12238,"ミロ","名詞","一般","*","*",0,5,0,0
12239,"酒造","名詞","一般","*","*",0,5,0,0
12240,"各社","名詞","一般","*","*",0,5,0,0
12241,"ビール","名詞","一般","*","*",0,5,0,0
12242,"類","名詞","接尾","一般","*",0,5,0,0
12243,"zozo","名詞","固有名詞","組織","*",0,3,0,0
12244,"前澤","名詞","固有名詞","人名","姓",0,12,3,0
12245,"勇作","名詞","固有名詞","人名","名",0,3,0,0
12246,"兄弟","名詞","一般","*","*",0,3,0,0
12247,"関与","名詞","サ変接続","*","*",0,3,0,0
12248,"加える","動詞","自立","*","*",0,6,1,0
12249,"選任","名詞","サ変接続","*","*",0,3,0,0
12250,"請求","名詞","サ変接続","*","*",0,3,0,0
12251,"何やら","副詞","一般","*","*",0,3,0,0
12252,"h","名詞","一般","*","*",0,3,0,0
12253,"1764","名詞","数","*","*",0,3,0,0
12254,"17640","名詞","数","*","*",0,6,1,0
12255,"中京","名詞","固有名詞","地域","一般",0,3,0,0
12256,"1995","名詞","数","*","*",0,3,0,0
12257,"山本","名詞","固有名詞","人名","姓",0,3,0,0
12258,"美月","名詞","固有名詞","人名","名",0,3,0,0
12259,"桐谷","名詞","固有名詞","人名","姓",0,6,1,0
